playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0034431,12,2024,,,Did Not Participate In Practice
00-0035259,9,2020,Out,Ankle,Did Not Participate In Practice
00-0036369,13,2021,,,Full Participation in Practice
00-0030286,8,2015,Out,Foot,Limited Participation in Practice
00-0033548,6,2018,Questionable,Ankle,Limited Participation in Practice
00-0037839,5,2022,Out,Hamstring,Did Not Participate In Practice
00-0027874,13,2019,Questionable,Hamstring,Limited Participation in Practice
00-0036972,5,2022,Doubtful,Ankle,Limited Participation in Practice
00-0033077,11,2024,Out,Hamstring,Did Not Participate In Practice
00-0031360,6,2022,,,Full Participation in Practice
00-0036361,5,2021,,,Full Participation in Practice
00-0033907,5,2023,Out,Achilles,Limited Participation in Practice
00-0028278,5,2018,,,Full Participation in Practice
00-0032560,14,2022,Questionable,Chest,Limited Participation in Practice
00-0038131,14,2023,Questionable,Hip,Limited Participation in Practice
00-0031583,4,2020,,,Limited Participation in Practice
00-0028908,11,2015,Probable,Shoulder,Full Participation in Practice
00-0027968,6,2015,Probable,Ribs,Full Participation in Practice
00-0030968,1,2017,,,Full Participation in Practice
00-0031362,10,2017,,,Full Participation in Practice
00-0022247,17,2018,,,Full Participation in Practice
00-0024270,13,2016,,,Did Not Participate In Practice
00-0023500,6,2020,,,Full Participation in Practice
00-0034400,7,2021,Out,Non-Football Illness,Did Not Participate In Practice
00-0033308,11,2020,,,Full Participation in Practice
00-0035248,16,2022,Out,Hand,Did Not Participate In Practice
00-0030874,11,2015,Probable,Ankle,Full Participation in Practice
00-0026144,11,2015,Questionable,Groin,Limited Participation in Practice
00-0030549,1,2018,,,Full Participation in Practice
00-0027701,8,2018,,,Full Participation in Practice
00-0031480,10,2015,Out,Neck,Did Not Participate In Practice
00-0036290,10,2020,Questionable,Groin,Limited Participation in Practice
00-0034846,5,2018,Questionable,Ankle,Limited Participation in Practice
00-0032795,3,2018,,,Full Participation in Practice
00-0033857,4,2021,,,Full Participation in Practice
00-0023259,18,2017,,,Did Not Participate In Practice
00-0031554,4,2022,,,Full Participation in Practice
00-0027875,8,2020,Questionable,Back,Limited Participation in Practice
00-0025394,4,2017,,,Full Participation in Practice
00-0037807,12,2022,Out,Neck,Did Not Participate In Practice
00-0023436,10,2016,,,Full Participation in Practice
00-0038118,17,2024,,,Full Participation in Practice
00-0035995,15,2020,Questionable,Hamstring,Limited Participation in Practice
00-0031258,9,2020,,,Full Participation in Practice
00-0033280,1,2022,,,Full Participation in Practice
00-0033923,12,2024,,,Full Participation in Practice
00-0030059,5,2016,Out,Ankle,Did Not Participate In Practice
00-0026498,12,2019,Out,Hip,Did Not Participate In Practice
00-0029709,6,2017,Out,Core Muscle,Did Not Participate In Practice
00-0035678,17,2019,,,Full Participation in Practice
00-0030442,11,2016,,,Full Participation in Practice
00-0034377,5,2020,Out,Ankle,Did Not Participate In Practice
00-0035674,17,2021,,,Full Participation in Practice
00-0031260,6,2022,Out,Calf,Did Not Participate In Practice
00-0028027,11,2016,Questionable,Thigh,Full Participation in Practice
00-0030434,20,2016,,,Full Participation in Practice
00-0034855,3,2021,,,Full Participation in Practice
00-0031237,12,2022,Questionable,Knee,Limited Participation in Practice
00-0030090,2,2021,,,Limited Participation in Practice
00-0027686,5,2020,,,Full Participation in Practice
00-0033109,16,2023,Questionable,Hamstring,Limited Participation in Practice
00-0039733,9,2024,Out,Ankle,Did Not Participate In Practice
00-0025828,5,2018,Out,Shoulder,Did Not Participate In Practice
00-0033927,16,2022,Questionable,Thigh,Limited Participation in Practice
00-0030992,10,2015,Probable,Shoulder,Full Participation in Practice
00-0034844,6,2019,Out,Ankle,Limited Participation in Practice
00-0025415,13,2018,,,Full Participation in Practice
00-0035702,10,2021,Questionable,Foot,Limited Participation in Practice
00-0034730,5,2022,Questionable,Neck,Full Participation in Practice
00-0037197,13,2024,,,Full Participation in Practice
00-0030074,7,2020,Doubtful,Chest,Did Not Participate In Practice
00-0023579,3,2015,Questionable,Knee,Did Not Participate In Practice
00-0034495,15,2023,,,Full Participation in Practice
00-0031904,18,2022,,,Full Participation in Practice
00-0031331,11,2019,Doubtful,Hamstring,Did Not Participate In Practice
00-0023448,4,2017,,,Limited Participation in Practice
00-0031382,17,2019,,,Full Participation in Practice
00-0033344,9,2021,Out,Concussion,Did Not Participate In Practice
00-0032911,16,2018,Out,Calf,Did Not Participate In Practice
00-0030279,1,2016,,,Full Participation in Practice
00-0031052,12,2015,Questionable,Hamstring,Did Not Participate In Practice
00-0032778,16,2018,Questionable,Ankle,Did Not Participate In Practice
00-0027939,9,2019,Out,Foot,Did Not Participate In Practice
00-0036956,3,2022,,,Full Participation in Practice
00-0035073,13,2022,Out,Knee,Did Not Participate In Practice
00-0036567,15,2023,Out,Knee,Did Not Participate In Practice
00-0038576,11,2024,Out,Groin,Did Not Participate In Practice
00-0037004,11,2023,,,Full Participation in Practice
00-0028075,8,2016,Doubtful,Knee,Did Not Participate In Practice
00-0039111,18,2023,Questionable,Ankle,Limited Participation in Practice
00-0034430,6,2018,Out,Hamstring,Did Not Participate In Practice
00-0027663,11,2019,,,Did Not Participate In Practice
00-0032528,13,2020,,,Full Participation in Practice
00-0032053,17,2022,Questionable,Abdomen,Limited Participation in Practice
00-0038981,5,2023,Questionable,Hip,Full Participation in Practice
00-0034811,8,2018,Doubtful,Back,Did Not Participate In Practice
00-0036590,6,2024,,,Full Participation in Practice
00-0034164,9,2018,,,Full Participation in Practice
00-0035699,3,2024,,,Full Participation in Practice
00-0032560,17,2022,,,Full Participation in Practice
00-0034266,15,2021,Doubtful,Concussion,Did Not Participate In Practice
00-0035243,5,2023,,,Full Participation in Practice
00-0029560,10,2017,,,Full Participation in Practice
00-0030263,5,2016,,,Full Participation in Practice
00-0029630,5,2021,,,Full Participation in Practice
00-0038575,17,2023,Questionable,Knee,Full Participation in Practice
00-0036339,19,2023,Questionable,Shoulder,Limited Participation in Practice
00-0024243,11,2017,,,Limited Participation in Practice
00-0029492,14,2017,Questionable,Ankle,Limited Participation in Practice
00-0028142,12,2015,Probable,Finger,Full Participation in Practice
00-0027993,13,2019,,,Limited Participation in Practice
00-0033122,17,2020,Questionable,Knee,Limited Participation in Practice
00-0029764,7,2017,Doubtful,Thigh,Did Not Participate In Practice
00-0033040,14,2022,,,Full Participation in Practice
00-0030578,17,2022,,,Did Not Participate In Practice
00-0028152,14,2015,Probable,Elbow,Full Participation in Practice
00-0036557,18,2023,,,Full Participation in Practice
00-0028339,13,2015,Out,Ankle,Did Not Participate In Practice
00-0029008,13,2022,,,Limited Participation in Practice
00-0033860,6,2023,Questionable,Ankle,Limited Participation in Practice
00-0030108,8,2018,Out,Illness,Did Not Participate In Practice
00-0030506,1,2017,,,Full Participation in Practice
00-0031051,13,2017,Out,Toe,Did Not Participate In Practice
00-0030414,17,2016,Questionable,Rib,Limited Participation in Practice
00-0027965,14,2018,,,Did Not Participate In Practice
00-0034860,8,2019,,,Full Participation in Practice
00-0031235,16,2019,,,Limited Participation in Practice
00-0031235,7,2021,Questionable,Shoulder,Did Not Participate In Practice
00-0036961,15,2021,,,Full Participation in Practice
00-0035248,18,2022,Out,Hand,Did Not Participate In Practice
00-0036246,10,2023,Questionable,Neck,Limited Participation in Practice
00-0036327,10,2023,Questionable,Toe,Limited Participation in Practice
00-0038096,15,2024,,,Full Participation in Practice
00-0035215,20,2024,Questionable,Knee,Full Participation in Practice
00-0029620,16,2018,,,Full Participation in Practice
00-0036932,6,2024,Out,Ankle,Did Not Participate In Practice
00-0029409,17,2019,,,Full Participation in Practice
00-0031256,9,2021,Questionable,Knee,Limited Participation in Practice
00-0031795,14,2023,Out,Knee,Did Not Participate In Practice
00-0022924,13,2018,,,Full Participation in Practice
00-0030789,3,2015,Probable,Hamstring,Full Participation in Practice
00-0032247,6,2016,Questionable,Ankle,Limited Participation in Practice
00-0029253,7,2020,Out,Back,Did Not Participate In Practice
00-0029164,8,2021,Questionable,Knee,Limited Participation in Practice
00-0029239,8,2016,,,Limited Participation in Practice
00-0034834,19,2021,,,Full Participation in Practice
00-0039737,1,2024,Questionable,Ankle,Limited Participation in Practice
00-0035276,7,2024,Out,Toe,Did Not Participate In Practice
00-0027868,14,2015,Out,Shoulder,Did Not Participate In Practice
00-0029615,9,2017,,,Full Participation in Practice
00-0037755,10,2022,Out,Shoulder,Did Not Participate In Practice
00-0034788,5,2020,,,Full Participation in Practice
00-0033557,17,2024,Questionable,Neck,Full Participation in Practice
00-0033890,15,2018,Questionable,Knee,Limited Participation in Practice
00-0030472,7,2016,Out,Concussion,Did Not Participate In Practice
00-0030083,10,2017,,,Full Participation in Practice
00-0036952,13,2021,Questionable,Neck,Limited Participation in Practice
00-0039402,7,2024,Doubtful,Ankle,Full Participation in Practice
00-0030067,1,2017,Out,Shoulder,Did Not Participate In Practice
00-0039888,21,2024,,,Full Participation in Practice
00-0028092,9,2017,,,Did Not Participate In Practice
00-0032208,1,2020,Questionable,Foot,Did Not Participate In Practice
00-0035961,5,2021,,,Full Participation in Practice
00-0036341,13,2021,Doubtful,Illness,Did Not Participate In Practice
00-0033935,1,2017,Out,Illness,Did Not Participate In Practice
00-0029561,16,2018,,,Full Participation in Practice
00-0034982,10,2023,,,Full Participation in Practice
00-0035145,11,2024,Out,Right Hip,Did Not Participate In Practice
00-0033503,11,2024,Out,Calf,Did Not Participate In Practice
00-0035643,14,2024,,,Full Participation in Practice
00-0026257,18,2015,Probable,Shoulder,Full Participation in Practice
00-0036894,17,2022,,,Full Participation in Practice
00-0021547,8,2015,Questionable,Knee,Did Not Participate In Practice
00-0032166,12,2017,Out,Knee,Did Not Participate In Practice
00-0030066,8,2020,Questionable,Knee,Full Participation in Practice
00-0030584,11,2020,,,Full Participation in Practice
00-0034496,18,2021,Doubtful,Groin,Did Not Participate In Practice
00-0034798,12,2023,Questionable,Ankle,Limited Participation in Practice
00-0029792,7,2016,,,Full Participation in Practice
00-0031254,17,2017,,,Full Participation in Practice
00-0033884,6,2018,,,Full Participation in Practice
00-0034362,8,2018,Doubtful,Ankle,Did Not Participate In Practice
00-0033548,3,2017,Out,Hamstring,Did Not Participate In Practice
00-0032056,12,2015,Probable,Ankle,Limited Participation in Practice
00-0023448,16,2020,Out,Not Injury Related,Did Not Participate In Practice
00-0027869,18,2020,,,Full Participation in Practice
00-0028008,7,2022,Questionable,Groin,Did Not Participate In Practice
00-0021547,8,2017,,,Full Participation in Practice
00-0036262,7,2022,Questionable,Foot,Limited Participation in Practice
00-0031411,16,2023,,,Did Not Participate In Practice
00-0034805,16,2023,Questionable,Hip,Did Not Participate In Practice
00-0030472,16,2016,Questionable,Shoulder,Did Not Participate In Practice
00-0033308,10,2020,Questionable,Hamstring,Limited Participation in Practice
00-0028129,12,2018,,,Full Participation in Practice
00-0026280,7,2018,,,Full Participation in Practice
00-0033611,17,2019,Questionable,Illness,Limited Participation in Practice
00-0032628,6,2018,,,Full Participation in Practice
00-0035274,6,2019,,,Full Participation in Practice
00-0034990,1,2019,Questionable,Neck,Limited Participation in Practice
00-0028008,9,2019,Questionable,Calf,Did Not Participate In Practice
00-0027017,14,2016,,,Did Not Participate In Practice
00-0029632,6,2018,,,Limited Participation in Practice
00-0033131,13,2018,Questionable,Knee,Limited Participation in Practice
00-0034917,5,2020,,,Full Participation in Practice
00-0032785,9,2020,Questionable,Foot,Full Participation in Practice
00-0036081,13,2020,Doubtful,Concussion,Did Not Participate In Practice
00-0029040,13,2019,Questionable,Knee,Limited Participation in Practice
00-0033548,4,2023,,,Limited Participation in Practice
00-0031914,2,2018,Out,Toe,Did Not Participate In Practice
00-0033934,10,2018,Questionable,Illness,Full Participation in Practice
00-0032420,4,2021,Out,Ankle,Did Not Participate In Practice
00-0032383,9,2022,,,Full Participation in Practice
00-0022161,11,2019,Questionable,Hamstring,Did Not Participate In Practice
00-0036229,3,2021,Out,Concussion,Did Not Participate In Practice
00-0033156,6,2023,Questionable,Toe,Limited Participation in Practice
00-0031376,14,2023,,,Full Participation in Practice
00-0034384,13,2024,,,Full Participation in Practice
00-0037253,15,2024,,,Limited Participation in Practice
00-0034384,16,2024,,,Full Participation in Practice
00-0032203,13,2020,,,Full Participation in Practice
00-0030541,1,2018,Out,Shoulder,Did Not Participate In Practice
00-0035700,3,2021,Doubtful,Ankle,Did Not Participate In Practice
00-0037406,5,2022,,,Full Participation in Practice
00-0026995,14,2017,Questionable,Back,Full Participation in Practice
00-0024270,14,2021,,,Did Not Participate In Practice
00-0034263,17,2024,Out,Knee,Did Not Participate In Practice
00-0033885,12,2018,Questionable,Knee,Full Participation in Practice
00-0036465,8,2021,,,Full Participation in Practice
00-0036616,9,2023,Questionable,Groin,Full Participation in Practice
00-0028082,7,2016,,,Full Participation in Practice
00-0036349,1,2022,Out,Thumb,Did Not Participate In Practice
00-0032574,10,2023,,,Full Participation in Practice
00-0030085,6,2019,Questionable,Hamstring,Limited Participation in Practice
00-0033217,17,2020,,,Did Not Participate In Practice
00-0037475,11,2024,,,Full Participation in Practice
00-0035683,10,2023,,,Full Participation in Practice
00-0031369,6,2020,,,Full Participation in Practice
00-0039034,2,2024,,,Full Participation in Practice
00-0031389,11,2017,,,Full Participation in Practice
00-0030670,3,2016,Questionable,Elbow,Limited Participation in Practice
00-0032395,16,2020,,,Full Participation in Practice
00-0027018,6,2015,Probable,Knee,Limited Participation in Practice
00-0027136,3,2015,Questionable,Groin,Full Participation in Practice
00-0031484,13,2018,,,Full Participation in Practice
00-0030470,14,2019,,,Full Participation in Practice
00-0025920,17,2015,Probable,Hamstring,Limited Participation in Practice
00-0033080,12,2019,Out,Oblique,Did Not Participate In Practice
00-0030448,4,2019,Questionable,Shoulder,Did Not Participate In Practice
00-0030071,4,2015,Probable,Knee,Limited Participation in Practice
00-0029146,6,2020,,,Did Not Participate In Practice
00-0036380,9,2021,Doubtful,Ankle,Did Not Participate In Practice
00-0037363,11,2022,,,Full Participation in Practice
00-0038596,1,2023,Out,Hamstring,Did Not Participate In Practice
00-0034970,3,2023,Doubtful,Hamstring,Limited Participation in Practice
00-0027968,13,2017,,,Full Participation in Practice
00-0036275,18,2023,Questionable,Illness,Limited Participation in Practice
00-0036389,18,2024,Out,Concussion,Did Not Participate In Practice
00-0029273,5,2015,Questionable,Ankle,Limited Participation in Practice
00-0032580,4,2024,Questionable,Shoulder,Limited Participation in Practice
00-0030725,19,2024,,,Full Participation in Practice
00-0018227,13,2015,Probable,Shoulder,Full Participation in Practice
00-0032788,10,2016,Doubtful,Hand,Limited Participation in Practice
00-0033929,1,2020,Doubtful,Toe,Limited Participation in Practice
00-0036942,12,2023,,,Full Participation in Practice
00-0032409,5,2018,Questionable,Abdomen,Limited Participation in Practice
00-0033876,4,2019,,,Full Participation in Practice
00-0034159,3,2023,Doubtful,Shoulder,Did Not Participate In Practice
00-0031338,9,2017,Doubtful,Hamstring,Did Not Participate In Practice
00-0027969,14,2021,,,Full Participation in Practice
00-0030067,15,2018,Out,Pectoral,Did Not Participate In Practice
00-0032098,2,2020,,,Full Participation in Practice
00-0035500,8,2023,Questionable,Ankle,Did Not Participate In Practice
00-0036334,17,2021,,,Full Participation in Practice
00-0033897,14,2021,Questionable,Illness,Did Not Participate In Practice
00-0033945,12,2022,,,Full Participation in Practice
00-0029792,3,2015,Probable,Calf,Full Participation in Practice
00-0031939,18,2015,Questionable,Hip,Limited Participation in Practice
00-0027662,16,2021,,,Did Not Participate In Practice
00-0032420,19,2022,Questionable,Knee,Did Not Participate In Practice
00-0026166,6,2021,,,Limited Participation in Practice
00-0033420,8,2018,,,Did Not Participate In Practice
00-0037615,2,2023,,,Did Not Participate In Practice
00-0036888,15,2024,Questionable,Back,Limited Participation in Practice
00-0026982,4,2019,,,Full Participation in Practice
00-0032214,1,2016,,,Full Participation in Practice
00-0035181,3,2019,Questionable,Hamstring,Limited Participation in Practice
00-0032933,3,2020,,,Full Participation in Practice
00-0033523,3,2022,,,Full Participation in Practice
00-0027723,4,2022,,,Full Participation in Practice
00-0027078,4,2017,,,Did Not Participate In Practice
00-0030548,14,2017,,,Full Participation in Practice
00-0027873,2,2015,Probable,Hamstring,Full Participation in Practice
00-0039363,1,2024,,,Full Participation in Practice
00-0037817,6,2024,,,Full Participation in Practice
00-0031933,7,2018,,,Full Participation in Practice
00-0024348,4,2017,,,Did Not Participate In Practice
00-0035719,12,2022,Questionable,Hamstring,Limited Participation in Practice
00-0031765,18,2020,Out,Concussion,Did Not Participate In Practice
00-0027885,14,2015,Out,Foot,Did Not Participate In Practice
00-0034376,13,2018,,,Limited Participation in Practice
00-0031608,7,2019,Questionable,Hamstring,Limited Participation in Practice
00-0034373,4,2021,Out,Ankle,Did Not Participate In Practice
00-0031280,17,2021,,,Full Participation in Practice
00-0029316,6,2023,,,Full Participation in Practice
00-0027984,14,2016,Questionable,Knee,Limited Participation in Practice
00-0025512,16,2018,Out,Hamstring,Did Not Participate In Practice
00-0034777,13,2020,,,Full Participation in Practice
00-0023516,10,2017,,,Did Not Participate In Practice
00-0035399,5,2021,,,Full Participation in Practice
00-0023445,3,2016,Out,Forearm,Did Not Participate In Practice
00-0033891,16,2021,,,Limited Participation in Practice
00-0037141,9,2022,Questionable,Quadricep,Did Not Participate In Practice
00-0036402,16,2023,,,Full Participation in Practice
00-0033881,7,2024,,,Full Participation in Practice
00-0034613,13,2023,,,Full Participation in Practice
00-0039054,11,2024,Questionable,Neck,Limited Participation in Practice
00-0026373,2,2015,Probable,Shoulder,Full Participation in Practice
00-0036944,2,2023,,,Did Not Participate In Practice
00-0032400,1,2017,Questionable,Knee,Limited Participation in Practice
00-0037009,7,2023,,,Full Participation in Practice
00-0026370,5,2015,Doubtful,Concussion,Did Not Participate In Practice
00-0027979,12,2017,,,Full Participation in Practice
00-0032389,19,2019,Out,Knee,Did Not Participate In Practice
00-0030572,5,2020,,,Did Not Participate In Practice
00-0031236,13,2024,,,Full Participation in Practice
00-0039906,1,2024,Doubtful,Foot,Limited Participation in Practice
00-0038476,14,2024,,,Full Participation in Practice
00-0032052,15,2024,,,Full Participation in Practice
00-0035692,20,2024,,,Limited Participation in Practice
00-0033936,9,2018,Questionable,right Wrist,Limited Participation in Practice
00-0032228,16,2022,Out,Ankle,Did Not Participate In Practice
00-0027944,19,2016,,,Full Participation in Practice
00-0027662,13,2018,,,Full Participation in Practice
00-0032104,11,2022,,,Full Participation in Practice
00-0036307,18,2020,,,Full Participation in Practice
00-0031254,18,2024,Out,Knee,Did Not Participate In Practice
00-0033928,19,2023,,,Limited Participation in Practice
00-0039900,14,2024,,,Full Participation in Practice
00-0034381,17,2024,,,Full Participation in Practice
00-0035262,13,2022,Questionable,Illness,Did Not Participate In Practice
00-0027829,19,2016,Questionable,Ankle,Limited Participation in Practice
00-0034903,13,2021,,,Full Participation in Practice
00-0033935,5,2019,Out,Neck,Did Not Participate In Practice
00-0030010,12,2018,Questionable,Elbow,Limited Participation in Practice
00-0034351,7,2023,,,Limited Participation in Practice
00-0030564,1,2023,,,Full Participation in Practice
00-0032950,17,2018,Out,Back,Did Not Participate In Practice
00-0033930,18,2023,,,Full Participation in Practice
00-0031269,4,2020,Out,Hamstring,Did Not Participate In Practice
00-0029653,11,2021,,,Full Participation in Practice
00-0034275,7,2022,Questionable,Quadricep,Limited Participation in Practice
00-0031364,3,2024,,,Full Participation in Practice
00-0030023,9,2020,,,Full Participation in Practice
00-0033906,10,2021,Out,Knee,Did Not Participate In Practice
00-0038553,13,2024,Questionable,Calf,Did Not Participate In Practice
00-0027957,10,2015,Out,Pectoral,Limited Participation in Practice
00-0032069,3,2017,Questionable,Ankle,Did Not Participate In Practice
00-0029316,17,2022,Questionable,Knee,Limited Participation in Practice
00-0036637,4,2023,,,Full Participation in Practice
00-0034091,1,2023,,,Full Participation in Practice
00-0024239,7,2016,,,Full Participation in Practice
00-0032765,4,2022,Out,Foot,Did Not Participate In Practice
00-0032242,1,2016,Questionable,Foot,Full Participation in Practice
00-0021206,4,2017,,,Full Participation in Practice
00-0027975,2,2019,Out,Knee,Did Not Participate In Practice
00-0036691,9,2022,Out,Neck,Did Not Participate In Practice
00-0035413,12,2023,Questionable,Shin,Full Participation in Practice
00-0033572,10,2020,Questionable,Ribs,Limited Participation in Practice
00-0036367,16,2021,Questionable,not injury related,"
    "
00-0030668,6,2016,,,Full Participation in Practice
00-0039365,13,2024,,,Full Participation in Practice
00-0032761,1,2017,Questionable,Calf,Limited Participation in Practice
00-0029895,4,2019,Questionable,Back,Limited Participation in Practice
00-0027941,8,2019,,,Did Not Participate In Practice
00-0034296,16,2021,,,Full Participation in Practice
00-0032127,1,2018,Out,Knee,Did Not Participate In Practice
00-0031087,17,2018,,,Full Participation in Practice
00-0027648,4,2021,,,Limited Participation in Practice
00-0032892,12,2024,Questionable,Foot,Did Not Participate In Practice
00-0033096,12,2018,Questionable,Elbow,Limited Participation in Practice
00-0032132,16,2021,Questionable,Knee,Limited Participation in Practice
00-0027265,6,2015,Out,Calf,Did Not Participate In Practice
00-0029438,18,2015,Probable,Knee,Full Participation in Practice
00-0035228,10,2021,Questionable,Ankle,Limited Participation in Practice
00-0027046,2,2015,Questionable,Rib,Limited Participation in Practice
00-0033790,7,2018,,,Full Participation in Practice
00-0038100,5,2022,Out,Quadricep,Did Not Participate In Practice
00-0028111,17,2015,Out,Shoulder,Did Not Participate In Practice
00-0032971,7,2016,,,Full Participation in Practice
00-0031544,6,2022,,,Full Participation in Practice
00-0031707,7,2016,Doubtful,Knee,Did Not Participate In Practice
00-0035236,15,2022,Out,Back,Did Not Participate In Practice
00-0037757,6,2023,,,Full Participation in Practice
00-0034765,16,2021,Questionable,Shoulder,Limited Participation in Practice
00-0031939,9,2017,Out,Ankle,Did Not Participate In Practice
00-0032145,5,2021,Out,Neck,Did Not Participate In Practice
00-0025465,6,2015,Probable,Hamstring,Limited Participation in Practice
00-0026184,3,2017,,,Full Participation in Practice
00-0029669,4,2017,Questionable,Knee,Limited Participation in Practice
00-0034856,11,2023,,,Full Participation in Practice
00-0036942,14,2024,,,Full Participation in Practice
00-0036653,14,2024,Out,Hand,Full Participation in Practice
00-0029608,10,2021,,,Full Participation in Practice
00-0035588,5,2020,,,Full Participation in Practice
00-0036619,18,2024,,,Full Participation in Practice
00-0030710,4,2015,Probable,Shoulder,Full Participation in Practice
00-0032109,2,2017,Questionable,Illness,Full Participation in Practice
00-0026307,3,2017,,,Full Participation in Practice
00-0022161,4,2019,,,Did Not Participate In Practice
00-0026069,8,2015,Probable,Not Injury Related,Full Participation in Practice
00-0032239,16,2019,,,Full Participation in Practice
00-0034854,17,2019,,,Full Participation in Practice
00-0031181,14,2020,Out,Concussion,Did Not Participate In Practice
00-0028339,7,2018,,,Full Participation in Practice
00-0030584,2,2021,Questionable,Achilles,Full Participation in Practice
00-0025442,4,2015,Questionable,lower leg,Full Participation in Practice
00-0035588,19,2022,,,Full Participation in Practice
00-0037821,3,2023,Out,Toe,Did Not Participate In Practice
00-0033579,8,2023,Questionable,Hamstring,Full Participation in Practice
00-0036975,17,2024,Out,Ankle,Did Not Participate In Practice
00-0030572,12,2019,,,Full Participation in Practice
00-0027648,11,2020,Out,Ankle,Did Not Participate In Practice
00-0032890,9,2022,,,Limited Participation in Practice
00-0026035,13,2015,Questionable,Knee,Limited Participation in Practice
00-0033783,13,2017,Questionable,Ankle,Limited Participation in Practice
00-0032778,16,2021,Doubtful,Foot,Did Not Participate In Practice
00-0034778,17,2023,Out,Concussion,Did Not Participate In Practice
00-0027768,13,2016,Questionable,Knee,Limited Participation in Practice
00-0036974,11,2023,Out,Hamstring,Did Not Participate In Practice
00-0031951,9,2020,,,Full Participation in Practice
00-0036292,4,2022,Out,Quadricep,Did Not Participate In Practice
00-0032580,7,2023,Questionable,Knee,Limited Participation in Practice
00-0031253,4,2015,Out,Concussion,Did Not Participate In Practice
00-0026257,4,2017,Out,Forearm,Did Not Participate In Practice
00-0027010,7,2019,Questionable,Heel,Limited Participation in Practice
00-0024221,9,2019,Out,Concussion,Limited Participation in Practice
00-0032240,2,2020,Questionable,Knee,Full Participation in Practice
00-0033725,3,2020,,,Full Participation in Practice
00-0030578,13,2021,,,Did Not Participate In Practice
00-0033576,6,2022,Questionable,Thigh,Limited Participation in Practice
00-0034248,7,2022,,,Full Participation in Practice
00-0035236,18,2023,Out,Knee,Did Not Participate In Practice
00-0030068,16,2017,,,Full Participation in Practice
00-0032383,5,2024,Questionable,Neck,Did Not Participate In Practice
00-0023016,8,2015,Probable,Back,Full Participation in Practice
00-0024495,15,2017,,,Full Participation in Practice
00-0030380,17,2017,Out,Back,Did Not Participate In Practice
00-0033627,4,2018,Questionable,Knee,Limited Participation in Practice
00-0032958,8,2017,,,Full Participation in Practice
00-0036691,15,2021,Out,Ankle,Did Not Participate In Practice
00-0030286,5,2015,Out,Foot,Did Not Participate In Practice
00-0031364,3,2016,,,Full Participation in Practice
00-0033826,3,2017,Out,Thigh,Did Not Participate In Practice
00-0032141,13,2018,Out,Wrist,Did Not Participate In Practice
00-0032398,2,2019,,,Full Participation in Practice
00-0019596,3,2019,,,Full Participation in Practice
00-0027914,10,2019,Out,Groin,Did Not Participate In Practice
00-0031325,12,2020,,,Full Participation in Practice
00-0033132,18,2020,,,Full Participation in Practice
00-0032426,15,2021,,,Limited Participation in Practice
00-0035230,4,2022,Questionable,Ankle,Limited Participation in Practice
00-0031273,15,2017,,,Full Participation in Practice
00-0030487,4,2015,Out,Toe,Did Not Participate In Practice
00-0027829,20,2016,,,Full Participation in Practice
00-0027855,8,2018,,,Full Participation in Practice
00-0028002,2,2019,,,Full Participation in Practice
00-0035663,5,2022,Questionable,Ribs,Did Not Participate In Practice
00-0036554,11,2024,,,Full Participation in Practice
00-0029799,13,2017,Questionable,Hamstring,Limited Participation in Practice
00-0036273,2,2022,,,Full Participation in Practice
00-0026035,12,2021,,,Did Not Participate In Practice
00-0027965,18,2020,Questionable,Ribs,Limited Participation in Practice
00-0037827,6,2022,,,Full Participation in Practice
00-0033539,10,2020,Questionable,Knee,Limited Participation in Practice
00-0033858,12,2021,Questionable,Shoulder,Limited Participation in Practice
00-0034662,10,2022,,,Full Participation in Practice
00-0034843,13,2023,Questionable,Hand,Full Participation in Practice
00-0034982,16,2024,Questionable,Achilles,Limited Participation in Practice
00-0033874,7,2022,Out,Abdomen,Did Not Participate In Practice
00-0032384,4,2016,,,Full Participation in Practice
00-0032164,2,2016,,,Full Participation in Practice
00-0033288,18,2024,Questionable,Ankle,Limited Participation in Practice
00-0033151,10,2018,,,Full Participation in Practice
00-0032256,6,2016,Questionable,Knee,Limited Participation in Practice
00-0031941,1,2017,Questionable,Hip,Limited Participation in Practice
00-0031330,3,2018,,,Full Participation in Practice
00-0032055,12,2018,Doubtful,Back,Did Not Participate In Practice
00-0034804,19,2023,,,Did Not Participate In Practice
00-0030061,15,2024,,,Full Participation in Practice
00-0039341,6,2024,,,Full Participation in Practice
00-0026307,6,2016,,,Did Not Participate In Practice
00-0031296,13,2019,Out,Groin,Did Not Participate In Practice
00-0034960,8,2024,Questionable,Abdomen,Full Participation in Practice
00-0034857,20,2022,,,Full Participation in Practice
00-0028249,5,2016,,,Full Participation in Practice
00-0032057,21,2019,,,Full Participation in Practice
00-0031997,10,2018,Out,Ankle,Did Not Participate In Practice
00-0036362,19,2020,Out,Ankle,Did Not Participate In Practice
00-0039852,14,2024,Questionable,Ankle,Limited Participation in Practice
00-0024239,4,2017,,,Full Participation in Practice
00-0031408,19,2024,,,Limited Participation in Practice
00-0027860,12,2016,,,Full Participation in Practice
00-0033868,5,2018,,,Full Participation in Practice
00-0033931,9,2019,Doubtful,Elbow,Limited Participation in Practice
00-0033699,15,2018,Out,Neck,Did Not Participate In Practice
